(1,2,3,4),(5,9,12,8),(15,10,6,16),(13,7,14,11);   ==  852
(1,2,3,4),(5,9,12,8),(15,10,6,16),(13,11,14,7);   ==  852
(1,2,3,4),(5,9,12,16),(15,10,6,8),(11,7,14,13);   ==  852
(1,2,3,4),(5,9,12,16),(15,10,6,8),(11,13,14,7);   ==  852
(1,2,3,4),(5,9,12,16),(15,10,6,8),(13,7,14,11);   ==  852
(1,2,3,4),(5,9,12,16),(15,10,6,8),(13,11,14,7);   ==  852
(1,2,3,4),(5,15,12,8),(9,10,6,16),(11,7,14,13);   ==  852
(1,2,3,4),(5,15,12,8),(9,10,6,16),(11,13,14,7);   ==  852
(1,2,3,4),(5,15,12,8),(9,10,6,16),(13,7,14,11);   ==  852
(1,2,3,4),(5,15,12,8),(9,10,6,16),(13,11,14,7);   ==  852
(1,2,3,4),(5,15,12,16),(9,10,6,8),(11,7,14,13);   ==  852
(1,2,3,4),(5,15,12,16),(9,10,6,8),(11,13,14,7);   ==  852
(1,2,3,4),(5,15,12,16),(9,10,6,8),(13,7,14,11);   ==  852
(1,2,3,4),(5,15,12,16),(9,10,6,8),(13,11,14,7);   ==  852
(1,2,3,4),(6,5,7,8),(15,11,13,10),(16,14,9,12);   ==  1263
(1,2,3,4),(6,5,7,8),(15,13,11,10),(16,14,9,12);   ==  1263
(1,2,3,4),(6,5,7,16),(15,11,13,10),(8,14,9,12);   ==  1263
(1,2,3,4),(6,5,7,16),(15,13,11,10),(8,14,9,12);   ==  1263
(1,2,3,4),(6,7,5,8),(10,11,13,15),(16,9,14,12);   ==  1263
(1,2,3,4),(6,7,5,8),(10,13,11,15),(16,9,14,12);   ==  1263
(1,2,3,4),(6,7,5,16),(10,11,13,15),(8,9,14,12);   ==  1263
(1,2,3,4),(6,7,5,16),(10,13,11,15),(8,9,14,12);   ==  1263
(1,2,3,4),(7,14,8,16),(11,6,12,10),(13,9,15,5);   ==  851
(1,2,3,4),(7,14,8,16),(11,10,6,12),(13,5,15,9);   ==  849
(1,2,3,4),(7,14,8,16),(13,10,6,12),(11,5,15,9);   ==  849
(1,2,3,4),(7,14,16,8),(11,10,6,12),(13,5,15,9);   ==  849
(1,2,3,4),(7,14,16,8),(13,10,6,12),(11,5,15,9);   ==  849
(1,2,3,4),(8,5,7,6),(9,11,13,10),(12,14,15,16);   ==  1265
(1,2,3,4),(8,5,7,6),(9,11,13,15),(12,10,14,16);   ==  1271
(1,2,3,4),(8,5,7,6),(9,13,11,15),(12,10,14,16);   ==  1271
(1,2,3,4),(8,5,7,6),(10,11,13,15),(12,9,14,16);   ==  1275
(1,2,3,4),(8,5,7,6),(10,13,11,15),(12,9,14,16);   ==  1275
(1,2,3,4),(8,5,7,6),(15,11,13,10),(12,14,9,16);   ==  1281
(1,2,3,4),(8,5,7,6),(15,13,11,10),(12,14,9,16);   ==  1281
(1,2,3,4),(8,7,5,6),(10,11,13,15),(12,9,14,16);   ==  1281
(1,2,3,4),(8,7,5,6),(10,13,11,15),(12,9,14,16);   ==  1281
(1,2,3,4),(9,6,8,16),(11,15,12,14),(13,5,10,7);   ==  849
(1,2,3,4),(9,6,8,16),(13,15,12,14),(11,5,10,7);   ==  849
(1,2,3,4),(9,6,8,16),(15,10,12,14),(5,11,13,7);   ==  849
(1,2,3,4),(9,6,8,16),(15,10,12,14),(5,13,11,7);   ==  849
(1,2,3,4),(9,6,8,16),(15,10,12,14),(11,5,13,7);   ==  849
(1,2,3,4),(9,6,8,16),(15,10,12,14),(13,5,11,7);   ==  849
(1,2,3,4),(9,6,12,8),(5,15,10,16),(11,7,14,13);   ==  845
(1,2,3,4),(9,6,12,8),(5,15,10,16),(11,13,14,7);   ==  845
(1,2,3,4),(9,6,12,8),(5,15,10,16),(13,7,14,11);   ==  845
(1,2,3,4),(9,6,12,8),(5,15,10,16),(13,11,14,7);   ==  845
(1,2,3,4),(9,6,12,8),(11,15,10,16),(13,5,7,14);   ==  842
(1,2,3,4),(9,6,12,8),(11,15,10,16),(13,5,14,7);   ==  837
(1,2,3,4),(9,6,12,8),(13,15,10,16),(11,5,14,7);   ==  837
(1,2,3,4),(9,6,12,8),(15,10,14,16),(5,11,7,13);   ==  837
(1,2,3,4),(9,6,12,8),(15,10,14,16),(5,13,7,11);   ==  837
(1,2,3,4),(9,6,12,8),(15,10,14,16),(11,5,7,13);   ==  837
(1,2,3,4),(9,6,12,8),(15,10,14,16),(13,5,7,11);   ==  837
(1,2,3,4),(9,6,12,16),(11,15,10,8),(13,5,14,7);   ==  837
(1,2,3,4),(9,6,12,16),(13,15,10,8),(11,5,14,7);   ==  837
(1,2,3,4),(9,6,12,16),(15,10,14,8),(5,11,7,13);   ==  837
(1,2,3,4),(9,6,12,16),(15,10,14,8),(5,13,7,11);   ==  837
(1,2,3,4),(9,6,12,16),(15,10,14,8),(11,5,7,13);   ==  837
(1,2,3,4),(9,6,12,16),(15,10,14,8),(13,5,7,11);   ==  837
(1,2,3,4),(16,5,7,6),(15,11,13,10),(12,14,9,8);   ==  1281
(1,2,3,4),(16,5,7,6),(15,13,11,10),(12,14,9,8);   ==  1281
(1,2,3,4),(16,7,5,6),(10,11,13,15),(12,9,14,8);   ==  1281
(1,2,3,4),(16,7,5,6),(10,13,11,15),(12,9,14,8);   ==  1281
(1,2,3,5),(4,6,10,15),(8,12,9,11),(16,14,7,13);   ==  837
(1,2,3,5),(4,6,10,15),(8,12,9,13),(16,14,7,11);   ==  837
(1,2,3,5),(4,6,10,15),(8,16,12,9),(7,14,11,13);   ==  834
(1,2,3,5),(4,6,10,15),(8,16,12,9),(7,14,13,11);   ==  834
(1,2,3,5),(4,6,10,15),(8,16,12,9),(11,14,7,13);   ==  834
(1,2,3,5),(4,6,10,15),(8,16,12,9),(13,14,7,11);   ==  834
(1,2,3,5),(4,6,10,15),(16,8,12,9),(7,14,11,13);   ==  834
(1,2,3,5),(4,6,10,15),(16,8,12,9),(7,14,13,11);   ==  834
(1,2,3,5),(4,6,10,15),(16,8,12,9),(11,14,7,13);   ==  834
(1,2,3,5),(4,6,10,15),(16,8,12,9),(13,14,7,11);   ==  834
(1,2,3,5),(4,8,10,15),(16,12,6,9),(7,14,11,13);   ==  828
(1,2,3,5),(4,8,10,15),(16,12,6,9),(7,14,13,11);   ==  828
(1,2,3,5),(4,8,10,15),(16,12,6,9),(11,14,7,13);   ==  828
(1,2,3,5),(4,8,10,15),(16,12,6,9),(13,14,7,11);   ==  828
(1,2,3,5),(4,12,6,15),(8,16,10,9),(7,14,11,13);   ==  828
(1,2,3,5),(4,12,6,15),(8,16,10,9),(7,14,13,11);   ==  828
(1,2,3,5),(4,12,6,15),(8,16,10,9),(11,14,7,13);   ==  828
(1,2,3,5),(4,12,6,15),(8,16,10,9),(13,14,7,11);   ==  828
(1,2,3,5),(4,12,6,15),(16,8,10,9),(7,14,11,13);   ==  828
(1,2,3,5),(4,12,6,15),(16,8,10,9),(7,14,13,11);   ==  828
(1,2,3,5),(4,12,6,15),(16,8,10,9),(11,14,7,13);   ==  828
(1,2,3,5),(4,12,6,15),(16,8,10,9),(13,14,7,11);   ==  828
(1,2,3,5),(4,12,10,15),(8,16,6,9),(7,14,11,13);   ==  822
(1,2,3,5),(4,12,10,15),(8,16,6,9),(7,14,13,11);   ==  822
(1,2,3,5),(4,12,10,15),(8,16,6,9),(11,14,7,13);   ==  822
(1,2,3,5),(4,12,10,15),(8,16,6,9),(13,14,7,11);   ==  822
(1,2,3,5),(4,12,10,15),(16,8,6,9),(7,14,11,13);   ==  822
(1,2,3,5),(4,12,10,15),(16,8,6,9),(7,14,13,11);   ==  822
(1,2,3,5),(4,12,10,15),(16,8,6,9),(11,14,7,13);   ==  822
(1,2,3,5),(4,12,10,15),(16,8,6,9),(13,14,7,11);   ==  822
(1,2,3,5),(8,12,10,15),(16,4,6,9),(7,14,11,13);   ==  822
(1,2,3,5),(8,12,10,15),(16,4,6,9),(7,14,13,11);   ==  822
(1,2,3,5),(8,12,10,15),(16,4,6,9),(11,14,7,13);   ==  822
(1,2,3,5),(8,12,10,15),(16,4,6,9),(13,14,7,11);   ==  822
(1,2,3,5),(16,12,10,15),(8,4,6,9),(7,14,11,13);   ==  822
(1,2,3,5),(16,12,10,15),(8,4,6,9),(7,14,13,11);   ==  822
(1,2,3,5),(16,12,10,15),(8,4,6,9),(11,14,7,13);   ==  822
(1,2,3,5),(16,12,10,15),(8,4,6,9),(13,14,7,11);   ==  822
(1,2,3,6),(8,5,4,7),(14,11,13,10),(12,15,9,16);   ==  1282
(1,2,3,6),(8,5,4,7),(14,13,11,10),(12,15,9,16);   ==  1282
(1,2,3,6),(8,5,4,10),(14,11,13,7),(12,15,9,16);   ==  1283
(1,2,3,6),(8,5,4,10),(14,13,11,7),(12,15,9,16);   ==  1283
(1,2,3,6),(8,5,7,4),(10,11,13,15),(12,9,14,16);   ==  1287
(1,2,3,6),(8,5,7,4),(10,13,11,15),(12,9,14,16);   ==  1287
(1,2,3,6),(8,5,7,4),(15,11,13,10),(12,14,9,16);   ==  1293
(1,2,3,6),(8,5,7,4),(15,13,11,10),(12,14,9,16);   ==  1293
(1,2,3,6),(8,7,5,4),(10,11,13,15),(12,9,14,16);   ==  1293
(1,2,3,6),(8,7,5,4),(10,13,11,15),(12,9,14,16);   ==  1293
(1,2,3,6),(16,5,7,4),(15,11,13,10),(12,14,9,8);   ==  1293
(1,2,3,6),(16,5,7,4),(15,13,11,10),(12,14,9,8);   ==  1293
(1,2,3,6),(16,7,5,4),(10,11,13,15),(12,9,14,8);   ==  1293
(1,2,3,6),(16,7,5,4),(10,13,11,15),(12,9,14,8);   ==  1293
(1,2,3,8),(12,5,9,10),(14,11,13,7),(16,15,4,6);   ==  1295
(1,2,3,8),(12,5,9,10),(14,13,11,7),(16,15,4,6);   ==  1295
(1,2,3,9),(4,6,12,15),(8,16,10,5),(7,14,11,13);   ==  818
(1,2,3,9),(4,6,12,15),(8,16,10,5),(7,14,13,11);   ==  818
(1,2,3,9),(4,6,12,15),(8,16,10,5),(11,14,7,13);   ==  818
(1,2,3,9),(4,6,12,15),(8,16,10,5),(13,14,7,11);   ==  818
(1,2,3,9),(4,6,12,15),(16,8,10,5),(7,14,11,13);   ==  818
(1,2,3,9),(4,6,12,15),(16,8,10,5),(7,14,13,11);   ==  818
(1,2,3,9),(4,6,12,15),(16,8,10,5),(11,14,7,13);   ==  818
(1,2,3,9),(4,6,12,15),(16,8,10,5),(13,14,7,11);   ==  818
(1,2,3,9),(4,8,12,6),(14,16,10,15),(7,11,5,13);   ==  818
(1,2,3,9),(4,8,12,6),(14,16,10,15),(7,11,13,5);   ==  818
(1,2,3,9),(4,8,12,6),(14,16,10,15),(7,13,5,11);   ==  818
(1,2,3,9),(4,8,12,6),(14,16,10,15),(7,13,11,5);   ==  818
(1,2,3,9),(4,12,6,15),(8,16,10,5),(7,14,11,13);   ==  804
(1,2,3,9),(4,12,6,15),(8,16,10,5),(7,14,13,11);   ==  804
(1,2,3,9),(4,12,6,15),(8,16,10,5),(11,14,7,13);   ==  804
(1,2,3,9),(4,12,6,15),(8,16,10,5),(13,14,7,11);   ==  804
(1,2,3,9),(4,12,6,15),(16,8,10,5),(7,14,11,13);   ==  804
(1,2,3,9),(4,12,6,15),(16,8,10,5),(7,14,13,11);   ==  804
(1,2,3,9),(4,12,6,15),(16,8,10,5),(11,14,7,13);   ==  804
(1,2,3,9),(4,12,6,15),(16,8,10,5),(13,14,7,11);   ==  804
(1,2,3,9),(8,12,6,15),(16,4,10,5),(7,14,11,13);   ==  804
(1,2,3,9),(8,12,6,15),(16,4,10,5),(7,14,13,11);   ==  804
(1,2,3,9),(8,12,6,15),(16,4,10,5),(11,14,7,13);   ==  804
(1,2,3,9),(8,12,6,15),(16,4,10,5),(13,14,7,11);   ==  804
(1,2,3,9),(16,12,6,15),(8,4,10,5),(7,14,11,13);   ==  804
(1,2,3,9),(16,12,6,15),(8,4,10,5),(7,14,13,11);   ==  804
(1,2,3,9),(16,12,6,15),(8,4,10,5),(11,14,7,13);   ==  804
(1,2,3,9),(16,12,6,15),(8,4,10,5),(13,14,7,11);   ==  804
(1,2,3,12),(8,5,7,10),(4,11,13,9),(6,15,14,16);   ==  1295
(1,2,3,12),(8,5,7,10),(4,13,11,9),(6,15,14,16);   ==  1295
(1,2,3,12),(8,5,9,10),(14,11,13,7),(6,15,4,16);   ==  1299
(1,2,3,12),(8,5,9,10),(14,13,11,7),(6,15,4,16);   ==  1299
(1,2,3,12),(8,5,11,10),(14,9,13,7),(6,15,4,16);   ==  1299
(1,2,3,12),(8,5,11,10),(14,13,9,7),(6,15,4,16);   ==  1299
(1,2,3,12),(8,5,13,10),(14,9,11,7),(6,15,4,16);   ==  1299
(1,2,3,12),(8,5,13,10),(14,11,9,7),(6,15,4,16);   ==  1299
(1,2,3,12),(16,5,9,10),(14,11,13,7),(6,15,4,8);   ==  1299
(1,2,3,12),(16,5,9,10),(14,13,11,7),(6,15,4,8);   ==  1299
(1,2,3,12),(16,5,11,10),(14,9,13,7),(6,15,4,8);   ==  1299
(1,2,3,12),(16,5,11,10),(14,13,9,7),(6,15,4,8);   ==  1299
(1,2,3,12),(16,5,13,10),(14,9,11,7),(6,15,4,8);   ==  1299
(1,2,3,12),(16,5,13,10),(14,11,9,7),(6,15,4,8);   ==  1299
(1,2,4,8),(3,6,12,16),(9,15,10,14),(11,5,13,7);   ==  802
(1,2,4,8),(3,6,12,16),(9,15,10,14),(11,13,5,7);   ==  802
(1,2,4,8),(3,6,12,16),(9,15,10,14),(13,5,11,7);   ==  802
(1,2,4,8),(3,6,12,16),(9,15,10,14),(13,11,5,7);   ==  802
(1,2,4,8),(5,10,12,16),(11,15,6,14),(13,3,9,7);   ==  802
(1,2,4,8),(5,10,12,16),(11,15,6,14),(13,9,3,7);   ==  802
(1,2,4,8),(5,10,12,16),(13,15,6,14),(11,3,9,7);   ==  802
(1,2,4,8),(5,10,12,16),(13,15,6,14),(11,9,3,7);   ==  802
(1,2,4,8),(7,14,12,16),(11,3,6,10),(13,9,15,5);   ==  802
(1,2,4,8),(7,14,12,16),(11,9,6,10),(13,3,15,5);   ==  802
(1,2,4,8),(7,14,12,16),(11,10,6,3),(13,5,15,9);   ==  802
(1,2,4,8),(7,14,12,16),(11,10,6,9),(13,5,15,3);   ==  802
(1,2,4,8),(7,14,12,16),(13,3,6,10),(11,9,15,5);   ==  802
(1,2,4,8),(7,14,12,16),(13,9,6,10),(11,3,15,5);   ==  802
(1,2,4,8),(7,14,12,16),(13,10,6,3),(11,5,15,9);   ==  802
(1,2,4,8),(7,14,12,16),(13,10,6,9),(11,5,15,3);   ==  802
(1,2,4,8),(9,6,12,16),(3,15,10,14),(11,5,13,7);   ==  802
(1,2,4,8),(9,6,12,16),(3,15,10,14),(11,13,5,7);   ==  802
(1,2,4,8),(9,6,12,16),(3,15,10,14),(13,5,11,7);   ==  802
(1,2,4,8),(9,6,12,16),(3,15,10,14),(13,11,5,7);   ==  802
(1,2,4,8),(11,10,12,16),(5,15,6,14),(13,3,9,7);   ==  802
(1,2,4,8),(11,10,12,16),(5,15,6,14),(13,9,3,7);   ==  802
(1,2,4,8),(13,10,12,16),(5,15,6,14),(11,3,9,7);   ==  802
(1,2,4,8),(13,10,12,16),(5,15,6,14),(11,9,3,7);   ==  802
(1,2,4,8),(15,5,3,6),(14,11,13,7),(12,16,9,10);   ==  1299
(1,2,4,8),(15,5,3,6),(14,13,11,7),(12,16,9,10);   ==  1299
(1,2,4,8),(15,5,9,6),(14,11,13,7),(12,16,3,10);   ==  1299
(1,2,4,8),(15,5,9,6),(14,13,11,7),(12,16,3,10);   ==  1299
(1,2,4,15),(8,7,3,6),(10,11,13,14),(12,9,5,16);   ==  1300
(1,2,4,15),(8,7,3,6),(10,13,11,14),(12,9,5,16);   ==  1300
(1,2,4,15),(8,7,9,6),(10,11,13,14),(12,3,5,16);   ==  1300
(1,2,4,15),(8,7,9,6),(10,13,11,14),(12,3,5,16);   ==  1300
(1,2,4,15),(8,7,11,6),(10,3,13,14),(12,9,5,16);   ==  1300
(1,2,4,15),(8,7,11,6),(10,9,13,14),(12,3,5,16);   ==  1300
(1,2,4,15),(8,7,13,6),(10,3,11,14),(12,9,5,16);   ==  1300
(1,2,4,15),(8,7,13,6),(10,9,11,14),(12,3,5,16);   ==  1300
(1,2,4,15),(16,7,3,6),(10,11,13,14),(12,9,5,8);   ==  1300
(1,2,4,15),(16,7,3,6),(10,13,11,14),(12,9,5,8);   ==  1300
(1,2,4,15),(16,7,9,6),(10,11,13,14),(12,3,5,8);   ==  1300
(1,2,4,15),(16,7,9,6),(10,13,11,14),(12,3,5,8);   ==  1300
(1,2,4,15),(16,7,11,6),(10,3,13,14),(12,9,5,8);   ==  1300
(1,2,4,15),(16,7,11,6),(10,9,13,14),(12,3,5,8);   ==  1300
(1,2,4,15),(16,7,13,6),(10,3,11,14),(12,9,5,8);   ==  1300
(1,2,4,15),(16,7,13,6),(10,9,11,14),(12,3,5,8);   ==  1300
(1,2,4,16),(3,6,12,8),(9,15,10,14),(11,5,13,7);   ==  802
(1,2,4,16),(3,6,12,8),(9,15,10,14),(11,13,5,7);   ==  802
(1,2,4,16),(3,6,12,8),(9,15,10,14),(13,5,11,7);   ==  802
(1,2,4,16),(3,6,12,8),(9,15,10,14),(13,11,5,7);   ==  802
(1,2,4,16),(5,10,12,8),(11,15,6,14),(13,3,9,7);   ==  802
